depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
5.0	2.5_7.5	10	24	16.17	12.89	410.0	71.72	0.15	13.24	42.88	1.17	55.94	0.36	7.14	21.4	6.96	10.33	2.5	7.5	0.0	33.64	0.0	45.88	0.0	58.12	0.0	97.5
5.0	2.5_7.5	11	24	19.54	10.51	248.0	61.61	1.57	16.79	45.41	7.85	55.0	4.46	13.56	21.92	4.03	5.97	2.5	7.5	8.72	29.62	3.87	37.31	0.0	45.01	0.0	82.63
5.0	2.5_7.5	12	24	20.76	4.87	55.0	36.95	11.93	20.15	27.95	13.23	32.72	12.11	17.41	24.34	3.45	5.12	2.5	7.5	13.3	30.62	9.19	36.91	5.08	43.2	2.19	46.69
10.0	7.5_12.5	1	24	24.57	7.61	53.0	45.4	9.91	22.49	36.46	13.99	44.62	11.1	19.75	28.56	5.04	7.48	7.5	12.5	15.64	37.66	11.53	46.77	7.42	55.88	0.0	60.62
10.0	7.5_12.5	2	24	26.73	8.6	250.0	74.97	9.0	26.07	41.84	15.48	55.26	12.8	21.34	30.12	4.32	6.4	7.5	12.5	14.24	36.2	7.15	42.27	0.05	48.34	0.0	92.17
10.0	7.5_12.5	3	24	24.13	7.7	55.0	45.3	10.47	22.49	39.94	15.48	44.93	12.53	19.19	27.32	4.29	6.35	7.5	12.5	14.24	34.57	9.29	41.81	4.34	49.06	0.0	60.7
10.0	7.5_12.5	4	24	19.64	9.44	331.0	55.44	0.11	18.81	36.64	4.08	47.87	0.35	14.21	24.49	5.25	7.78	7.5	12.5	7.31	33.01	0.41	41.53	0.0	50.05	0.0	74.32
10.0	7.5_12.5	5	24	11.31	9.42	247.0	41.05	0.09	9.82	28.09	0.22	37.16	0.13	2.73	16.77	7.04	10.43	7.5	12.5	0.0	27.2	0.0	37.62	0.0	48.04	0.0	59.89
10.0	7.5_12.5	6	24	9.5	10.22	334.0	68.0	0.1	6.65	30.72	0.28	48.62	0.14	1.98	13.63	5.31	7.87	7.5	12.5	0.0	24.1	0.0	34.57	0.0	45.04	0.0	88.44
10.0	7.5_12.5	7	24	9.8	11.21	472.0	87.46	0.03	6.57	31.06	0.26	46.55	0.08	1.88	14.23	5.39	8.0	7.5	12.5	0.0	25.72	0.0	37.21	0.0	48.7	0.0	109.88
10.0	7.5_12.5	8	24	9.47	11.73	453.0	99.99	0.02	5.21	30.83	0.21	50.53	0.07	1.18	13.85	4.77	7.07	7.5	12.5	0.0	26.81	0.0	39.77	0.0	52.73	0.0	123.45
10.0	7.5_12.5	9	24	12.36	13.71	382.0	85.31	0.07	7.21	38.28	0.36	60.76	0.16	2.79	17.88	5.81	8.61	7.5	12.5	0.0	33.88	0.0	49.89	0.0	65.9	0.0	112.73
10.0	7.5_12.5	10	24	16.25	14.95	392.0	113.94	0.21	12.3	43.76	1.87	76.61	0.39	6.85	21.22	6.38	9.47	7.5	12.5	0.0	34.6	0.0	47.98	0.0	61.36	0.0	143.84
10.0	7.5_12.5	11	24	20.72	13.64	246.0	83.89	3.14	16.7	53.1	7.58	75.62	4.46	12.85	22.91	4.57	6.77	7.5	12.5	7.08	32.22	1.3	41.54	0.0	50.86	0.0	111.17
10.0	7.5_12.5	12	24	22.72	6.53	55.0	41.13	7.39	22.91	32.78	13.07	37.62	9.95	18.2	26.43	4.58	6.8	7.5	12.5	11.13	31.71	4.07	36.99	0.0	42.27	0.0	54.19
15.0	12.5_17.5	1	24	25.32	11.14	52.0	48.14	7.36	25.09	42.92	8.48	46.16	7.4	17.03	32.63	8.33	12.35	12.5	17.5	4.94	43.94	0.0	55.25	0.0	66.56	0.0	70.42
15.0	12.5_17.5	2	24	24.63	10.52	233.0	56.07	4.43	24.7	42.18	8.87	51.73	7.15	16.42	30.7	7.56	11.21	12.5	17.5	4.0	39.7	0.0	48.7	0.0	57.7	0.0	77.11
15.0	12.5_17.5	3	24	23.31	9.76	53.0	52.12	6.54	22.78	38.03	8.03	46.55	7.1	16.42	28.9	6.13	9.1	12.5	17.5	6.88	38.08	0.0	47.26	0.0	56.44	0.0	71.64
15.0	12.5_17.5	4	24	19.61	10.35	315.0	61.97	0.07	18.56	37.88	3.88	49.15	0.07	12.58	26.42	6.42	9.52	12.5	17.5	3.61	38.21	0.0	50.0	0.0	61.79	0.0	82.67
15.0	12.5_17.5	5	24	14.16	11.28	233.0	53.35	0.07	13.56	36.0	0.36	41.59	0.1	3.5	20.7	9.21	13.65	12.5	17.5	0.0	31.41	0.0	42.12	0.0	52.83	0.0	75.91
